graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay,pems-bay,original,2,4,0.6148080825805664,0.5625
pems-bay,pems-bay,original,2,19,0.6905351877212524,0.5625
pems-bay,pems-bay,original,2,41,0.6264347434043884,0.5357142857142857
pems-bay,pems-bay,original,2,72,0.7928969264030457,0.6071428571428571
pems-bay,pems-bay,original,2,97,0.5657060742378235,0.46875
pems-bay,pems-bay,original,2,102,0.32379841804504395,0.3142857142857143
pems-bay,pems-bay,original,2,151,0.9921252131462097,0.84
pems-bay,pems-bay,original,2,160,0.4250558018684387,0.24242424242424243
pems-bay,pems-bay,original,2,191,0.10129242390394211,0.225
pems-bay,pems-bay,original,2,226,0.8556345105171204,0.6428571428571429
pems-bay,pems-bay,original,2,227,0.8465353846549988,0.6428571428571429
pems-bay,pems-bay,original,2,313,0.1496298760175705,0.24242424242424243
pems-bay,pems-bay,original,2,26,0.2544442117214203,0.14705882352941177
pems-bay,pems-bay,original,2,68,0.9829184412956238,0.6071428571428571
pems-bay,pems-bay,original,2,82,0.21418610215187073,0.11764705882352941
pems-bay,pems-bay,original,2,134,0.8950150012969971,0.6666666666666666
pems-bay,pems-bay,original,2,170,0.12843777239322662,0.2903225806451613
pems-bay,pems-bay,original,2,171,0.12975411117076874,0.2903225806451613
pems-bay,pems-bay,original,2,200,0.19122779369354248,0.25925925925925924
pems-bay,pems-bay,original,2,201,0.6162293553352356,0.5714285714285714
pems-bay,pems-bay,original,2,203,0.505250096321106,0.4642857142857143
pems-bay,pems-bay,original,2,205,0.3341263234615326,0.48148148148148145
pems-bay,pems-bay,original,2,208,0.10828089714050293,0.2222222222222222
pems-bay,pems-bay,original,2,217,0.8891869783401489,0.48484848484848486
pems-bay,pems-bay,original,2,254,0.9507257342338562,0.65625
pems-bay,pems-bay,original,3,37,0.33129197359085083,0.5185185185185185
pems-bay,pems-bay,original,3,78,0.328509122133255,0.5185185185185185
pems-bay,pems-bay,original,3,87,0.993341863155365,1.0
pems-bay,pems-bay,original,3,116,0.9202629327774048,1.0
pems-bay,pems-bay,original,3,125,0.44930538535118103,0.72
pems-bay,pems-bay,original,3,136,0.6529093980789185,0.8333333333333334
pems-bay,pems-bay,original,3,193,0.1200929582118988,0.24242424242424243
pems-bay,pems-bay,original,3,243,0.7819243669509888,0.9166666666666666
pems-bay,pems-bay,original,3,244,0.7847044467926025,0.9166666666666666
pems-bay,pems-bay,original,3,28,0.6952648758888245,0.8636363636363636
pems-bay,pems-bay,original,3,42,0.9891973733901978,0.9545454545454546
pems-bay,pems-bay,original,3,59,0.9899197816848755,0.9545454545454546
pems-bay,pems-bay,original,3,65,0.6922058463096619,0.8636363636363636
pems-bay,pems-bay,original,3,139,0.41655614972114563,0.7727272727272727
pems-bay,pems-bay,original,3,140,0.4150068163871765,0.7727272727272727
pems-bay,pems-bay,original,3,152,0.7653632164001465,0.8636363636363636
pems-bay,pems-bay,original,3,161,0.7682880759239197,0.8636363636363636
pems-bay,pems-bay,original,3,162,0.9410730600357056,0.9545454545454546
pems-bay,pems-bay,original,3,163,0.93937087059021,0.9545454545454546
pems-bay,pems-bay,original,3,241,0.5819594860076904,0.8181818181818182
pems-bay,pems-bay,original,3,242,0.8909488916397095,0.9545454545454546
pems-bay,pems-bay,original,3,245,0.5827401280403137,0.8181818181818182
pems-bay,pems-bay,original,3,256,0.8886139988899231,0.9545454545454546
pems-bay,pems-bay,original,4,19,0.4053170382976532,0.9259259259259259
pems-bay,pems-bay,original,4,41,0.14838054776191711,0.45161290322580644
pems-bay,pems-bay,original,4,72,0.2675265967845917,0.46875
pems-bay,pems-bay,original,4,97,0.12139254808425903,0.48484848484848486
pems-bay,pems-bay,original,4,151,0.1739398092031479,0.5
pems-bay,pems-bay,original,4,158,0.9548684358596802,0.6296296296296297
pems-bay,pems-bay,original,4,170,0.13412092626094818,0.2727272727272727
pems-bay,pems-bay,original,4,171,0.1327713131904602,0.2727272727272727
pems-bay,pems-bay,original,4,202,0.6467342972755432,0.3225806451612903
pems-bay,pems-bay,original,4,204,0.45922523736953735,0.25806451612903225
pems-bay,pems-bay,original,4,206,0.2955096960067749,0.1935483870967742
pems-bay,pems-bay,original,4,207,0.17197799682617188,0.16129032258064516
pems-bay,pems-bay,original,4,226,0.21744884550571442,0.5
pems-bay,pems-bay,original,4,227,0.22468002140522003,0.5
pems-bay,pems-bay,original,4,254,0.7254114151000977,0.6176470588235294
pems-bay,pems-bay,original,4,6,0.2391900271177292,0.17857142857142858
pems-bay,pems-bay,original,4,20,0.46065831184387207,0.1875
pems-bay,pems-bay,original,4,26,0.10175049304962158,0.10810810810810811
