graph_name,dataset,role,source,target,weight,edge_overlap
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,0,36,0.5190026164054871,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,5,192,0.7236307859420776,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,5,91,0.5607427954673767,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,7,153,0.5202389359474182,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,7,177,0.6187368035316467,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,8,151,0.5714159607887268,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,9,81,0.45522210001945496,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,10,31,0.53705894947052,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,10,156,0.8570145964622498,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,11,92,0.8668095469474792,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,12,191,0.7529516816139221,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,13,116,0.43837159872055054,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,13,62,0.6327941417694092,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,14,84,0.4834567606449127,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,16,165,0.19732777774333954,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,17,188,0.6916313767433167,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,18,35,0.9922068119049072,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,20,96,0.557905375957489,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,21,50,0.9874966144561768,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,24,168,0.7255085706710815,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,28,107,0.6948785185813904,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,30,65,0.5977633595466614,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,31,99,0.3210723400115967,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,32,206,0.6072549223899841,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,33,138,0.5559929013252258,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,33,191,0.5376816391944885,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,34,186,0.6659695506095886,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,34,104,0.5889723896980286,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,35,66,0.10307952761650085,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,36,118,0.6338541507720947,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,38,48,0.8259918689727783,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,43,76,0.6853492259979248,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,43,197,0.6591601371765137,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,44,152,0.7484097480773926,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,45,203,0.5891382694244385,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,46,50,0.11027748137712479,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,46,189,0.1086897999048233,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,46,92,0.44814854860305786,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,47,141,0.6637014150619507,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,49,147,0.43256446719169617,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,49,78,0.6783616542816162,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,49,101,0.4177470803260803,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,50,200,0.5652337074279785,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,50,121,0.5029324889183044,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,51,112,0.6548433303833008,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,51,109,0.6525015830993652,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,53,110,0.6039028167724609,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,56,139,0.35338011384010315,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,57,175,0.7126951217651367,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,57,94,0.6719434261322021,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,58,109,0.4421055018901825,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,59,185,0.7985197901725769,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,60,69,0.4437757730484009,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,63,69,0.4542536437511444,0.0
metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,66,105,0.37358081340789795,0.0
