graph_name_original,dataset_original,role_original,node,degree_original,strength_original,clustering_original,weighted_clustering_original,local_efficiency_original,degree_centrality_original,betweenness_centrality_original,closeness_centrality_original,eigenvector_centrality_original,pagerank_original,community_id_original,graph_name_backbone,dataset_backbone,role_backbone,degree_backbone,strength_backbone,clustering_backbone,weighted_clustering_backbone,local_efficiency_backbone,degree_centrality_backbone,betweenness_centrality_backbone,closeness_centrality_backbone,eigenvector_centrality_backbone,pagerank_backbone,community_id_backbone,dataset,original_graph,backbone_graph,present_in_original,present_in_backbone,degree_centrality_delta,degree_centrality_abs_delta,betweenness_centrality_delta,betweenness_centrality_abs_delta,closeness_centrality_delta,closeness_centrality_abs_delta,eigenvector_centrality_delta,eigenvector_centrality_abs_delta,pagerank_delta,pagerank_abs_delta
metr-la,metr-la,original,0,18,6.319080047309399,0.5032679738562091,0.17761064455086373,0.7396514161220047,0.08737864077669902,0.05735259294340516,0.08012959206247301,0.0003229736292979206,0.005714130616737479,3,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,1.0,0.5190026164054871,0.0,0.0,0.0,0.007874015748031496,0.0,0.005799103567796981,1.2702143605572946e-12,0.005535636705707082,17.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.07950462502866752,0.07950462502866752,-0.05735259294340516,0.05735259294340516,-0.07433048849467604,0.07433048849467604,-0.00032297362802770623,0.00032297362802770623,-0.000178493911030397,0.000178493911030397
metr-la,metr-la,original,1,15,6.7979824766516685,0.5142857142857142,0.22251460844392426,0.7539682539682541,0.07281553398058252,0.0042150130239166465,0.06788324307451384,0.00031418466411484364,0.00650875403956219,2,,,,,,,,,,,,,,,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,False,,,,,,,,,,
metr-la,metr-la,original,10,10,3.8864182829856873,0.4,0.1534209911746564,0.5222222222222223,0.04854368932038834,0.03769831873076012,0.07501232757633851,0.0017512785615950257,0.004644349194372077,4,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,2.0,1.3940735459327698,0.0,0.0,0.0,0.015748031496062992,0.00037495313085864263,0.008456032898189952,1.1176410609161363e-08,0.011014231639858128,9.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.03279565782432535,0.03279565782432535,-0.03732336559990148,0.03732336559990148,-0.06655629467814855,0.06655629467814855,-0.0017512673851844166,0.0017512673851844166,0.00636988244548605,0.00636988244548605
metr-la,metr-la,original,100,9,4.21343357115984,0.5833333333333334,0.28134440368732694,0.787037037037037,0.04368932038834951,0.009140421501302391,0.049039316197194836,8.440451450056161e-06,0.004616975668643532,0,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,1.0,0.5986261367797852,0.0,0.0,0.0,0.007874015748031496,0.0,0.004713591628187285,7.921752838706927e-17,0.0078125,30.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.03581530464031801,0.03581530464031801,-0.009140421501302391,0.009140421501302391,-0.04432572456900755,0.04432572456900755,-8.440451449976944e-06,8.440451449976944e-06,0.0031955243313564682,0.0031955243313564682
metr-la,metr-la,original,101,15,5.78053842484951,0.45714285714285713,0.1674971121401622,0.7095238095238096,0.07281553398058252,0.08728392138290315,0.07095938915994902,0.004148837874392142,0.005965963702440792,1,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,1.0,0.4177470803260803,0.0,0.0,0.0,0.007874015748031496,0.0,0.009850738558681028,5.7486365024020766e-08,0.003990379471788846,2.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.06494151823255102,0.06494151823255102,-0.08728392138290315,0.08728392138290315,-0.061108650601267994,0.061108650601267994,-0.004148780388027118,0.004148780388027118,-0.0019755842306519453,0.0019755842306519453
metr-la,metr-la,original,102,18,6.640894800424576,0.48366013071895425,0.1778949648415567,0.7407407407407408,0.08737864077669902,0.020601468150603836,0.07965108792284213,0.01886277045090932,0.005414051065090492,4,,,,,,,,,,,,,,,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,False,,,,,,,,,,
metr-la,metr-la,original,103,16,7.648714065551758,0.5833333333333334,0.2693988378702218,0.7847222222222221,0.07766990291262135,0.06099928960454653,0.07838383484329443,0.029533514441227295,0.005838417314676162,4,,,,,,,,,,,,,,,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,False,,,,,,,,,,
metr-la,metr-la,original,104,9,3.200700007379055,0.4166666666666667,0.1519732891867658,0.6805555555555556,0.04368932038834951,0.03504617570447549,0.054733466773222224,1.1247548856428086e-05,0.0037379407886926133,0,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,3.0,1.8664712011814117,0.0,0.0,0.0,0.023622047244094488,0.009373828271466066,0.026863940005783685,0.31969124939703825,0.011463319921993127,6.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.02006727314425502,0.02006727314425502,-0.025672347433009425,0.025672347433009425,-0.02786952676743854,0.02786952676743854,0.3196800018481818,0.3196800018481818,0.007725379133300514,0.007725379133300514
metr-la,metr-la,original,105,11,4.15713082998991,0.45454545454545453,0.20170620988548152,0.7272727272727273,0.05339805825242718,0.025147999052806062,0.06254424897459093,1.4397569938356871e-05,0.004646488672628532,2,metr-la-by-high_sal-with-alpah_filter0_3,metr-la,backbone,1.0,0.37358081340789795,0.0,0.0,0.0,0.007874015748031496,0.0,0.002491712283638298,1.1164022779091162e-10,0.005718770439664498,12.0,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,True,-0.045524042504395686,0.045524042504395686,-0.025147999052806062,0.025147999052806062,-0.06005253669095263,0.06005253669095263,-1.4397458298129081e-05,1.4397458298129081e-05,0.0010722817670359664,0.0010722817670359664
metr-la,metr-la,original,106,9,5.207235284149647,0.8333333333333334,0.43725069961924456,0.9166666666666666,0.04368932038834951,0.012645039071749941,0.06553940642863514,2.7464119363269523e-05,0.0050474188082762165,2,,,,,,,,,,,,,,,metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,True,False,,,,,,,,,,
