graph_name,dataset,role,source,target,weight,edge_overlap
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,37,0.5088465213775635,0.2222222222222222
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,142,0.7216228246688843,0.25
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,145,0.8777612447738647,0.5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,36,0.5190026164054871,0.14285714285714285
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,115,0.9417392015457153,0.3333333333333333
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,143,0.5301210880279541,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,2,0.7174379229545593,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,28,0.5737320184707642,0.14285714285714285
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,177,0.9262187480926514,0.5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,123,0.9729598164558411,0.6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,135,0.8250966668128967,0.42857142857142855
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,184,0.5744270086288452,0.4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,2,78,0.923679769039154,0.4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,2,183,0.5701920986175537,0.2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,2,27,0.5831708312034607,0.14285714285714285
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,2,79,0.8189860582351685,0.3333333333333333
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,3,4,0.6264643669128418,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,3,17,0.7409003973007202,0.125
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,3,192,0.9461079239845276,0.2857142857142857
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,3,5,0.8948124051094055,0.2857142857142857
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,3,136,0.6326285004615784,0.14285714285714285
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,15,0.9831904172897339,0.42857142857142855
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,33,0.8028725385665894,0.2222222222222222
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,144,0.6933856010437012,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,191,0.9031873345375061,0.5714285714285714
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,12,0.4840310215950012,0.09090909090909091
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,4,193,0.7019698619842529,0.25
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,5,15,0.7656847834587097,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,5,192,0.7236307859420776,0.1111111111111111
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,5,38,0.5278344750404358,0.125
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,5,91,0.5607427954673767,0.1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,5,136,0.8888584971427917,0.5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,6,91,0.5209550261497498,0.3333333333333333
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,6,93,0.848268985748291,0.5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,6,144,0.5193604230880737,0.5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,7,107,0.8662511706352234,0.2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,7,153,0.5202389359474182,0.0
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,7,179,0.47941145300865173,0.0
