graph_name,dataset,role,node,degree,strength,clustering,weighted_clustering,local_efficiency,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community_id
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,2,1,0.6162293553352356,0.0,0.0,0.0,0.004273504273504274,0.0,0.004126316375162057,2.7647041919659776e-17,0.002870795702372792,18
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,4,2,1.1073926091194153,0.0,0.0,0.0,0.008547008547008548,0.0026411356883459885,0.013194652275794125,-1.0223740256715519e-18,0.0035413995633064694,15
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,5,2,1.0230897068977356,0.0,0.0,0.0,0.008547008547008548,0.09130259344851618,0.026597461084144503,1.1314457737754012e-10,0.004131170191633136,4
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,6,1,0.9050489664077759,0.0,0.0,0.0,0.004273504273504274,0.0,0.012267661506327942,-3.68614468047596e-17,0.0029945562460044163,6
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,7,1,0.6553107500076294,0.0,0.0,0.0,0.004273504273504274,0.0,0.02622970402191406,5.762255338161364e-10,0.0024238219190685652,0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,8,1,0.754143476486206,0.0,0.0,0.0,0.004273504273504274,0.0,0.01832466348641524,5.112373257865604e-13,0.0025279401152511582,14
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,10,1,0.8794770836830139,0.0,0.0,0.0,0.004273504273504274,0.0,0.0055984018952217355,6.120436838712105e-18,0.003463462008351721,17
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,11,2,1.5278022289276123,0.0,0.0,0.0,0.008547008547008548,0.0011738380837093283,0.010421240722706176,2.55825548109126e-17,0.004968497774728236,6
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,13,1,0.5828820466995239,0.0,0.0,0.0,0.004273504273504274,0.0,0.0030784945086665275,-5.4044928932707747e-17,0.0035562203230420754,21
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,14,4,2.441590130329132,0.0,0.0,0.0,0.017094017094017096,0.03209713510142694,0.03140547357649072,4.018147020147952e-05,0.008346932008673872,1
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,15,2,1.0497072339057922,0.0,0.0,0.0,0.008547008547008548,0.05781152562268442,0.031094180573065303,1.4741762462505818e-08,0.003343988493875074,9
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,17,1,0.8371191024780273,0.0,0.0,0.0,0.004273504273504274,0.0,0.026136153195358683,2.457954006926922e-06,0.003067307066233275,1
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,18,2,1.2436122596263885,0.0,0.0,0.0,0.008547008547008548,0.0653314258464473,0.03054487924478131,0.004674823433067426,0.003838510586776011,10
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,20,4,2.564147174358368,0.0,0.0,0.0,0.017094017094017096,0.0035215142511279846,0.01471686440394551,-5.217501693720443e-17,0.007854256973443509,6
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,21,1,0.7529698610305786,0.0,0.0,0.0,0.004273504273504274,0.0,0.028032668280753965,5.426535724492155e-10,0.0026386422712426933,4
