graph_name,dataset,role,source,target,path_length
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,37,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,54,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,142,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,145,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,36,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,115,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,143,1
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,13,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,24,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,42,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,95,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,111,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,125,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,67,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,118,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,58,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,114,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,116,2
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,62,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,53,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,168,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,169,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,109,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,25,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,120,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,167,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,40,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,140,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,199,3
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,110,4
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,171,4
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,173,4
metr-la-by-disp_fil-with-alpah_filter0_4,metr-la,backbone,0,51,4
