graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,4,0.6148080825805664,0.25
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,19,0.6905351877212524,0.16666666666666666
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,41,0.6264347434043884,0.07692307692307693
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,97,0.5657060742378235,0.058823529411764705
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,68,0.9829184412956238,0.2777777777777778
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,134,0.8950150012969971,0.16666666666666666
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,201,0.6162293553352356,0.08333333333333333
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,203,0.505250096321106,0.09090909090909091
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,217,0.8891869783401489,0.14285714285714285
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,2,254,0.9507257342338562,0.21428571428571427
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,136,0.6529093980789185,0.08333333333333333
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,243,0.7819243669509888,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,244,0.7847044467926025,0.047619047619047616
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,28,0.6952648758888245,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,65,0.6922058463096619,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,152,0.7653632164001465,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,161,0.7682880759239197,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,241,0.5819594860076904,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,3,245,0.5827401280403137,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,4,202,0.6467342972755432,0.0
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,4,20,0.46065831184387207,0.09090909090909091
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,4,68,0.7994903326034546,0.1111111111111111
pems-bay-by-glanb-with-alpah_filter0_3,pems-bay,backbone,4,134,0.6341938376426697,0.1
