graph_name,dataset,role,node,degree,strength,clustering,weighted_clustering,local_efficiency,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community_id
metr-la,metr-la,original,0,18,6.319080047309399,0.5032679738562091,0.1776106445508638,0.7396514161220048,0.08737864077669902,0.05735259294340516,0.08012959206247301,0.00031801634123276206,0.005714130616737479,3
metr-la,metr-la,original,1,15,6.7979824766516685,0.5142857142857142,0.22251460844392423,0.7539682539682538,0.07281553398058252,0.0042150130239166465,0.06788324307451384,0.0003131236647165109,0.00650875403956219,2
metr-la,metr-la,original,2,14,6.122775852680206,0.5274725274725275,0.22346517008751726,0.7619047619047619,0.06796116504854369,0.0075301918067724365,0.06824703622407134,0.0001371674861765452,0.005855490467838279,2
metr-la,metr-la,original,3,17,7.2322384640574455,0.6691176470588235,0.2678664253936128,0.8345588235294118,0.08252427184466019,0.0036466966611413687,0.06781280707174375,0.10879018298176936,0.005120240454934395,1
metr-la,metr-la,original,4,20,7.783867135643959,0.5894736842105263,0.21713696720018544,0.7894736842105263,0.09708737864077668,0.023158891783092588,0.06981709809055558,0.09495420271615139,0.005629880304263871,1
metr-la,metr-la,original,5,17,6.971523627638817,0.6176470588235294,0.24183362933138727,0.8051470588235295,0.08252427184466019,0.05337437840397821,0.06834673474629535,0.07872529819155794,0.0052147180778468645,1
metr-la,metr-la,original,6,12,3.8587899804115295,0.6666666666666666,0.21490284682611877,0.8333333333333334,0.058252427184466014,0.005162206961875444,0.061905978305364984,0.01760808303330958,0.0036910403273629354,1
metr-la,metr-la,original,7,19,7.143117122352123,0.32748538011695905,0.12982966629499806,0.628654970760235,0.09223300970873785,0.05773147051858868,0.0700954591999441,8.483624192421651e-05,0.007037438015953434,2
metr-la,metr-la,original,8,7,3.754454992711544,0.7619047619047619,0.3910941987068509,0.8809523809523809,0.03398058252427184,0.0,0.04657538675079818,3.8900994240173174e-06,0.004274666252226983,0
metr-la,metr-la,original,9,10,3.3701082468032837,0.6666666666666666,0.2402640479775782,0.8296296296296295,0.04854368932038834,0.0,0.05555701976519197,1.8399769118123493e-05,0.0034481057962998693,0
metr-la,metr-la,original,10,10,3.8864182829856873,0.4,0.15342099117465643,0.5222222222222223,0.04854368932038834,0.03769831873076012,0.07501232757633851,0.0017484576812891526,0.004644349194372077,4
metr-la,metr-la,original,11,15,5.621229149401188,0.45714285714285713,0.15898748386713007,0.7190476190476189,0.07281553398058252,0.0765332701870708,0.06697421722515155,1.826870163271311e-05,0.006003951021129073,2
metr-la,metr-la,original,12,21,7.2678497433662415,0.6142857142857143,0.21084543167553269,0.8023809523809521,0.10194174757281553,0.08193227563343594,0.0703062297946461,0.15837899730846824,0.004797395103382487,1
metr-la,metr-la,original,13,18,7.123161964118481,0.39215686274509803,0.16363756428956455,0.6176470588235294,0.08737864077669902,0.14529955008287948,0.08193034575952306,0.0001464899167604771,0.006693705966733832,3
metr-la,metr-la,original,14,11,5.258863627910614,0.6,0.28727973977362004,0.8,0.05339805825242718,0.0001894387875917594,0.049378216868314735,9.54989865612404e-06,0.005441635346706664,0
metr-la,metr-la,original,15,17,7.505417533218861,0.6617647058823529,0.2614438129940682,0.8308823529411765,0.08252427184466019,0.017854605730523325,0.06957122577817729,0.07984604279985533,0.005562617553580751,1
metr-la,metr-la,original,16,25,6.891327500343323,0.4166666666666667,0.11791654808378366,0.6897222222222217,0.12135922330097086,0.01302391664693346,0.06777167389059834,0.018922093157517254,0.006508388645331195,1
metr-la,metr-la,original,17,17,7.8831129893660545,0.7058823529411765,0.30349294817902306,0.8529411764705882,0.08252427184466019,0.015960217854605732,0.06843134236667184,0.1696571798685926,0.0051618170158633896,1
metr-la,metr-la,original,18,5,2.2595233768224716,0.7,0.3011254900785809,0.85,0.02427184466019417,0.0,0.03526386451646226,3.270726426915117e-09,0.00513161540265171,5
metr-la,metr-la,original,19,17,7.464438229799271,0.6102941176470589,0.2542015229627212,0.803921568627451,0.08252427184466019,0.0037414160549372483,0.07448504326024122,0.06428925857838878,0.0053007874544728955,4
metr-la,metr-la,original,20,17,6.628792084753513,0.5955882352941176,0.2406076059095256,0.7879901960784315,0.08252427184466019,0.05938905991001658,0.0739959214314253,0.05667396797862697,0.004791564975420885,4
metr-la,metr-la,original,21,5,2.949755072593689,0.8,0.3994490880410786,0.9,0.02427184466019417,0.00033151787828557895,0.03638210166653978,2.877954511400675e-09,0.0064932748878120785,5
metr-la,metr-la,original,22,16,7.423565976321697,0.6583333333333333,0.2990472912340905,0.8277777777777777,0.07766990291262135,0.057447312337201045,0.07524771433890047,0.04637390262781978,0.005403673110590588,4
metr-la,metr-la,original,23,5,2.1104773432016373,0.7,0.22769434275933534,0.85,0.02427184466019417,0.0,0.05001863248693778,0.0007587277064882481,0.0032743197729199034,6
metr-la,metr-la,original,24,17,7.294402211904526,0.5441176470588235,0.22153649595462907,0.7647058823529412,0.08252427184466019,0.06260951929907649,0.0775415634740408,6.107287172720331e-05,0.0065548197608965315,3
metr-la,metr-la,original,25,8,3.008776679635048,0.39285714285714285,0.1649574498378557,0.6785714285714288,0.038834951456310676,0.0005683163627752783,0.07067212164554738,3.803911300826777e-05,0.003714659637505577,2
metr-la,metr-la,original,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169528520973046e-19,0.0007276255154014069,7
metr-la,metr-la,original,27,18,7.19230393320322,0.47058823529411764,0.198425029665327,0.7298474945533769,0.08737864077669902,0.0027942221169784515,0.06705590702955497,6.0674489913620416e-05,0.006626343197355083,2
metr-la,metr-la,original,28,17,5.985773488879204,0.4264705882352941,0.15617826517351632,0.7046568627450982,0.08252427184466019,0.004167653327018707,0.06885091098755645,0.00010576831122883825,0.0058980742412504976,2
metr-la,metr-la,original,29,7,2.927233040332794,0.9047619047619048,0.35423084533440236,0.9523809523809523,0.03398058252427184,0.005114847264977504,0.062403905757685244,0.004421753108395404,0.003259200227902023,1
metr-la,metr-la,original,30,12,4.976712882518768,0.6212121212121212,0.2363561040448047,0.8080808080808081,0.058252427184466014,0.011650485436893204,0.06502004222971376,0.005993639231351842,0.005300082867249776,1
metr-la,metr-la,original,31,6,2.658104181289673,0.7333333333333333,0.2970109839684907,0.8666666666666667,0.029126213592233007,0.01922803694056358,0.06619681251209045,0.00037486812839263923,0.004138349902274205,4
metr-la,metr-la,original,32,17,6.404193937778473,0.5735294117647058,0.22002831691811414,0.7843137254901961,0.08252427184466019,0.04882784750177599,0.07195787984206879,0.09255414788953739,0.0044575492431206875,1
metr-la,metr-la,original,33,18,6.580138869583607,0.6405228758169934,0.21847209862699588,0.8202614379084967,0.08737864077669902,0.09178309258820744,0.06983944235414702,0.05337059661630261,0.005225415000315758,1
metr-la,metr-la,original,34,8,3.1664644554257393,0.4642857142857143,0.19104396155563694,0.7083333333333333,0.038834951456310676,0.01894387875917594,0.050435901323515546,3.3727248972626487e-06,0.0040892858512537695,0
