graph_name_original,dataset_original,role_original,node,degree_original,strength_original,clustering_original,weighted_clustering_original,local_efficiency_original,degree_centrality_original,betweenness_centrality_original,closeness_centrality_original,eigenvector_centrality_original,pagerank_original,community_id_original,graph_name_backbone,dataset_backbone,role_backbone,degree_backbone,strength_backbone,clustering_backbone,weighted_clustering_backbone,local_efficiency_backbone,degree_centrality_backbone,betweenness_centrality_backbone,closeness_centrality_backbone,eigenvector_centrality_backbone,pagerank_backbone,community_id_backbone,dataset,original_graph,backbone_graph,present_in_original,present_in_backbone,degree_centrality_delta,degree_centrality_abs_delta,betweenness_centrality_delta,betweenness_centrality_abs_delta,closeness_centrality_delta,closeness_centrality_abs_delta,eigenvector_centrality_delta,eigenvector_centrality_abs_delta,pagerank_delta,pagerank_abs_delta
metr-la,metr-la,original,0,18,6.319080047309399,0.5032679738562091,0.17761064455086373,0.7396514161220047,0.08737864077669902,0.05735259294340516,0.08012959206247301,0.0003229736292979206,0.005714130616737479,3,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,10,5.272931724786758,0.5333333333333333,0.2893211613852997,0.7592592592592592,0.04854368932038834,0.07170258110348093,0.07986144612137676,0.00018104648986768502,0.0052555781461305455,2,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.038834951456310676,0.038834951456310676,0.014349988160075773,0.014349988160075773,-0.0002681459410962539,0.0002681459410962539,-0.00014192713943023556,0.00014192713943023556,-0.0004585524706069337,0.0004585524706069337
metr-la,metr-la,original,1,15,6.7979824766516685,0.5142857142857142,0.22251460844392426,0.7539682539682541,0.07281553398058252,0.0042150130239166465,0.06788324307451384,0.00031418466411484364,0.00650875403956219,2,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,11,6.121888488531113,0.509090909090909,0.2773983449708256,0.7424242424242423,0.05339805825242718,0.0042150130239166465,0.06783818690647433,0.00021956506114257602,0.006267577614047767,1,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.019417475728155338,0.019417475728155338,0.0,0.0,-4.505616803950063e-05,4.505616803950063e-05,-9.461960297226763e-05,9.461960297226763e-05,-0.00024117642551442237,0.00024117642551442237
metr-la,metr-la,original,10,10,3.8864182829856873,0.4,0.1534209911746564,0.5222222222222223,0.04854368932038834,0.03769831873076012,0.07501232757633851,0.0017512785615950257,0.004644349194372077,4,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,9,3.744867265224457,0.4166666666666667,0.16648126335202934,0.5925925925925926,0.04368932038834951,0.03769831873076012,0.07501232757633851,0.0021183842214096893,0.0047929108781969345,5,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.004854368932038833,0.004854368932038833,0.0,0.0,0.0,0.0,0.0003671056598146636,0.0003671056598146636,0.00014856168382485716,0.00014856168382485716
metr-la,metr-la,original,100,9,4.21343357115984,0.5833333333333334,0.28134440368732694,0.787037037037037,0.04368932038834951,0.009140421501302391,0.049039316197194836,8.440451450056161e-06,0.004616975668643532,0,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,9,4.21343357115984,0.5555555555555556,0.2724663466786288,0.7685185185185185,0.04368932038834951,0.009140421501302391,0.049039316197194836,1.759167319487897e-05,0.004792658038281725,3,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,0.0,0.0,0.0,0.0,0.0,0.0,9.151221744822808e-06,9.151221744822808e-06,0.00017568236963819324,0.00017568236963819324
metr-la,metr-la,original,101,15,5.78053842484951,0.45714285714285713,0.1674971121401622,0.7095238095238096,0.07281553398058252,0.08728392138290315,0.07095938915994902,0.004148837874392142,0.005965963702440792,1,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,14,5.660491071641445,0.42857142857142855,0.16466167637267198,0.6941391941391938,0.06796116504854369,0.08775751835188254,0.07095938915994902,0.0030210618032565084,0.006314005407271703,0,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.004854368932038833,0.004854368932038833,0.0004735969689793895,0.0004735969689793895,0.0,0.0,-0.0011277760711356334,0.0011277760711356334,0.00034804170483091097,0.00034804170483091097
metr-la,metr-la,original,102,18,6.640894800424576,0.48366013071895425,0.1778949648415567,0.7407407407407408,0.08737864077669902,0.020601468150603836,0.07965108792284213,0.01886277045090932,0.005414051065090492,4,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,12,5.679182223975658,0.4090909090909091,0.2058688289908795,0.6818181818181818,0.058252427184466014,0.021311863604072934,0.07965108792284213,0.018048267242743225,0.005168114228922916,5,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.029126213592233004,0.029126213592233004,0.0007103954534690982,0.0007103954534690982,0.0,0.0,-0.0008145032081660966,0.0008145032081660966,-0.0002459368361675757,0.0002459368361675757
metr-la,metr-la,original,103,16,7.648714065551758,0.5833333333333334,0.2693988378702218,0.7847222222222221,0.07766990291262135,0.06099928960454653,0.07838383484329443,0.029533514441227295,0.005838417314676162,4,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,11,6.732604697346687,0.4909090909090909,0.30751339755796236,0.7333333333333333,0.05339805825242718,0.061094008998342414,0.07838383484329443,0.027237302824401823,0.005758094902382119,5,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.02427184466019417,0.02427184466019417,9.471939379588484e-05,9.471939379588484e-05,0.0,0.0,-0.002296211616825472,0.002296211616825472,-8.032241229404338e-05,8.032241229404338e-05
metr-la,metr-la,original,104,9,3.200700007379055,0.4166666666666667,0.1519732891867658,0.6805555555555556,0.04368932038834951,0.03504617570447549,0.054733466773222224,1.1247548856428086e-05,0.0037379407886926133,0,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,9,3.200700007379055,0.3055555555555556,0.12138049735860447,0.4537037037037038,0.04368932038834951,0.03504617570447549,0.054733466773222224,1.8015274101500926e-05,0.003927668170769471,3,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,0.0,0.0,0.0,0.0,0.0,0.0,6.76772524507284e-06,6.76772524507284e-06,0.00018972738207685778,0.00018972738207685778
metr-la,metr-la,original,105,11,4.15713082998991,0.45454545454545453,0.20170620988548152,0.7272727272727273,0.05339805825242718,0.025147999052806062,0.06254424897459093,1.4397569938356871e-05,0.004646488672628532,2,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,10,4.045209340751171,0.37777777777777777,0.19312265458887024,0.6888888888888889,0.04854368932038834,0.0254321572341937,0.06250817225244425,1.4630926611967635e-05,0.00480998946012577,1,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.00485436893203884,0.00485436893203884,0.0002841581813876372,0.0002841581813876372,-3.607672214668567e-05,3.607672214668567e-05,2.3335667361076414e-07,2.3335667361076414e-07,0.000163500787497238,0.000163500787497238
metr-la,metr-la,original,106,9,5.207235284149647,0.8333333333333334,0.43725069961924456,0.9166666666666666,0.04368932038834951,0.012645039071749941,0.06553940642863514,2.7464119363269523e-05,0.0050474188082762165,2,metr-la-by-nois_corr-with-alpah_filter0_3,metr-la,backbone,8,5.1048513650894165,0.7142857142857143,0.4579399932699494,0.8511904761904762,0.038834951456310676,0.012645039071749941,0.06541970707388095,2.714597765417709e-05,0.00527334649208786,1,metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,True,True,-0.004854368932038833,0.004854368932038833,0.0,0.0,-0.00011969935475418525,0.00011969935475418525,-3.1814170909243413e-07,3.1814170909243413e-07,0.0002259276838116435,0.0002259276838116435
