graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,6,20,0.9050489664077759,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,7,96,0.6553107500076294,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,8,191,0.754143476486206,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,10,46,0.8794770836830139,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,11,60,0.7368704676628113,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,11,113,0.790931761264801,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,13,204,0.5828820466995239,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,14,45,0.6470409631729126,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,14,23,0.45395445823669434,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,14,64,0.8359671831130981,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,14,138,0.504627525806427,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,15,114,0.5467389225959778,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,15,240,0.5029683113098145,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,17,135,0.8371191024780273,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,18,24,0.46510204672813416,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,18,217,0.7785102128982544,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,21,98,0.7529698610305786,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,22,287,0.38981443643569946,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,22,309,0.41082340478897095,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,24,176,0.7730035185813904,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,24,212,0.5866918563842773,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,26,31,0.7214546799659729,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,26,55,0.4551585614681244,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,27,156,0.8389484286308289,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,27,288,0.6834892630577087,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,29,143,0.8104055523872375,0.0
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,29,239,0.4898871183395386,0.0
