graph_name,dataset,role,source,target,weight,edge_overlap
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,13,0.2609359323978424,0.3333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,37,0.5088465213775635,0.4117647058823529
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,42,0.13740046322345734,0.25
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,54,0.440931499004364,0.3888888888888889
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,111,0.21944807469844818,0.3157894736842105
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,116,0.17156153917312622,0.1875
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,142,0.7216228246688843,0.47058823529411764
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,145,0.8777612447738647,0.75
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,36,0.5190026164054871,0.21428571428571427
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,67,0.3004092574119568,0.11764705882352941
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,115,0.9417392015457153,0.6666666666666666
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,0,143,0.5301210880279541,0.25
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,2,0.7174379229545593,0.3333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,7,0.3904570937156677,0.2727272727272727
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,28,0.5737320184707642,0.3684210526315789
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,78,0.3811626136302948,0.3333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,107,0.16216348111629486,0.2777777777777778
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,177,0.9262187480926514,0.7142857142857143
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,27,0.17942525446414948,0.2857142857142857
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,79,0.350985586643219,0.23809523809523808
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,101,0.12004735320806503,0.125
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,123,0.9729598164558411,0.7857142857142857
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,133,0.22998575866222382,0.13636363636363635
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,135,0.8250966668128967,0.47058823529411764
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,139,0.239010751247406,0.15
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,1,184,0.5744270086288452,0.2
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,28,0.17432714998722076,0.2631578947368421
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,49,0.4410549998283386,0.17647058823529413
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,78,0.923679769039154,0.6923076923076923
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,123,0.27594172954559326,0.21052631578947367
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,129,0.163930743932724,0.1111111111111111
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,177,0.48294657468795776,0.29411764705882354
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,183,0.5701920986175537,0.13333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,27,0.5831708312034607,0.3157894736842105
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,79,0.8189860582351685,0.5
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,85,0.3976667821407318,0.22727272727272727
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,2,132,0.2702118456363678,0.13043478260869565
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,4,0.6264643669128418,0.375
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,12,0.11933211982250214,0.2777777777777778
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,15,0.5225507616996765,0.5
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,17,0.7409003973007202,0.3125
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,80,0.5133506059646606,0.25
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,191,0.36567652225494385,0.2777777777777778
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,192,0.9461079239845276,0.5
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,5,0.8948124051094055,0.5714285714285714
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,38,0.27717921137809753,0.21052631578947367
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,91,0.30217134952545166,0.2
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,3,136,0.6326285004615784,0.3125
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,6,0.13519680500030518,0.2777777777777778
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,15,0.9831904172897339,0.625
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,16,0.12086102366447449,0.24
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,33,0.8028725385665894,0.5
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,80,0.17518451809883118,0.22727272727272727
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,93,0.3613751530647278,0.3
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,144,0.6933856010437012,0.4117647058823529
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,191,0.9031873345375061,0.47058823529411764
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,192,0.4063681364059448,0.35294117647058826
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,5,0.3614315390586853,0.4117647058823529
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,12,0.4840310215950012,0.25
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,4,193,0.7019698619842529,0.3333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,15,0.7656847834587097,0.4444444444444444
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,17,0.46013808250427246,0.15
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,33,0.20515546202659607,0.35
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,80,0.2664724588394165,0.17391304347826086
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,144,0.2839098572731018,0.2631578947368421
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,192,0.7236307859420776,0.35294117647058826
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,16,0.11012548208236694,0.2916666666666667
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,38,0.5278344750404358,0.3888888888888889
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,48,0.21667836606502533,0.18181818181818182
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,91,0.5607427954673767,0.4444444444444444
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,5,136,0.8888584971427917,0.5333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,16,0.14501294493675232,0.42857142857142855
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,91,0.5209550261497498,0.5625
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,93,0.848268985748291,0.6666666666666666
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,124,0.25778821110725403,0.11764705882352941
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,136,0.15717631578445435,0.4666666666666667
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,174,0.1452782303094864,0.23076923076923078
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,15,0.19214273989200592,0.3888888888888889
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,33,0.40872862935066223,0.4444444444444444
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,38,0.31814026832580566,0.4117647058823529
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,48,0.21074140071868896,0.25
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,6,144,0.5193604230880737,0.35294117647058826
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,7,11,0.38934430480003357,0.08333333333333333
metr-la-by-nois_corr-with-alpah_filter0_4,metr-la,backbone,7,27,0.3583345413208008,0.2608695652173913
