graph_name,dataset,role,source,target,weight,edge_overlap
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,2,4.0,0.050955414012738856
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,3,2.0,0.1
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,5,5.0,0.1
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,6,4.0,0.013605442176870748
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,7,4.0,0.013513513513513514
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,8,2.0,0.006896551724137931
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,10,2.0,0.02040816326530612
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,12,3.0,0.046357615894039736
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,13,4.0,0.058823529411764705
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,15,2.0,0.05517241379310345
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,16,2.0,0.058823529411764705
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,17,2.0,0.01282051282051282
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,24,2.0,0.006666666666666667
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,26,2.0,0.013333333333333334
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,30,2.0,0.05161290322580645
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,35,3.0,0.007042253521126761
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,39,2.0,0.024096385542168676
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,40,2.0,0.006666666666666667
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,41,2.0,0.06282722513089005
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,42,2.0,0.07317073170731707
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,44,2.0,0.08917197452229299
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,46,3.0,0.03164556962025317
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,47,6.0,0.052980132450331126
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,54,2.0,0.04666666666666667
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,56,3.0,0.03940886699507389
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,66,3.0,0.03205128205128205
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,71,2.0,0.06629834254143646
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,73,3.0,0.053691275167785234
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,75,2.0,0.057692307692307696
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,77,3.0,0.12727272727272726
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,78,2.0,0.11666666666666667
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,79,2.0,0.033112582781456956
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,81,2.0,0.04430379746835443
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,83,3.0,0.08280254777070063
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,84,2.0,0.05202312138728324
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,86,2.0,0.05952380952380952
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,88,2.0,0.013605442176870748
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,93,2.0,0.026845637583892617
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,97,4.0,0.013157894736842105
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,98,3.0,0.05263157894736842
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,102,2.0,0.025157232704402517
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,103,2.0,0.019736842105263157
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,104,1.0,0.014084507042253521
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,106,2.0,0.0
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,110,2.0,0.02040816326530612
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,111,3.0,0.02027027027027027
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,140,1.0,0.0
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,154,3.0,0.026490066225165563
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,163,2.0,0.013333333333333334
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,169,2.0,0.06535947712418301
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,172,2.0,0.026490066225165563
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,174,2.0,0.013513513513513514
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,182,2.0,0.012345679012345678
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,183,2.0,0.018518518518518517
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,191,2.0,0.05747126436781609
