graph_name_original,dataset_original,role_original,node,degree_original,strength_original,clustering_original,weighted_clustering_original,local_efficiency_original,degree_centrality_original,betweenness_centrality_original,closeness_centrality_original,eigenvector_centrality_original,pagerank_original,community_id_original,graph_name_backbone,dataset_backbone,role_backbone,degree_backbone,strength_backbone,clustering_backbone,weighted_clustering_backbone,local_efficiency_backbone,degree_centrality_backbone,betweenness_centrality_backbone,closeness_centrality_backbone,eigenvector_centrality_backbone,pagerank_backbone,community_id_backbone,dataset,original_graph,backbone_graph,present_in_original,present_in_backbone,degree_centrality_delta,degree_centrality_abs_delta,betweenness_centrality_delta,betweenness_centrality_abs_delta,closeness_centrality_delta,closeness_centrality_abs_delta,eigenvector_centrality_delta,eigenvector_centrality_abs_delta,pagerank_delta,pagerank_abs_delta
wikivital-mathematics,wikivital-mathematics,original,0,533,654.0,0.08505550931738351,0.006858065629663275,0.5065060634698918,0.49953139643861294,0.07077002420168804,1.1294858937132117,0.14789480418771628,0.007993408070246025,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,143.0,259.0,0.023441347385009356,0.0033662177279520063,0.17154988985975278,0.1343984962406015,0.07768314466323442,1.1217892867131638,0.1290274688564147,0.010346899221188323,0.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.3651329001980115,0.3651329001980115,0.006913120461546379,0.006913120461546379,-0.007696607000047928,0.007696607000047928,-0.018867335331301582,0.018867335331301582,0.002353491150942298,0.002353491150942298
wikivital-mathematics,wikivital-mathematics,original,1,177,248.0,0.21661530559835646,0.018802676852262147,0.6011599041260091,0.16588566073102157,0.015063022034445126,1.0603883143696544,0.06831204399745673,0.002953967674076079,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,46.0,113.0,0.08502415458937199,0.013864455231302088,0.3377938808373606,0.043233082706766915,0.016801355844835608,1.057922991887348,0.07221641029254153,0.00398235036712647,0.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.12265257802425465,0.12265257802425465,0.001738333810390482,0.001738333810390482,-0.0024653224823063535,0.0024653224823063535,0.0039043662950847963,0.0039043662950847963,0.001028382693050391,0.001028382693050391
wikivital-mathematics,wikivital-mathematics,original,10,123,150.0,0.3719845395175263,0.029713154766007267,0.6829046159314056,0.11527647610121837,0.0004654385091900803,0.8955837942431953,0.04855786080959737,0.001729515742647874,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,9.0,24.0,0.3055555555555556,0.05616581240953692,0.5925925925925926,0.008458646616541353,0.0003458346006125379,0.8895388035043724,0.022922704985466183,0.0009247855829817979,1.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.10681782948467702,0.10681782948467702,-0.00011960390857754239,0.00011960390857754239,-0.00604499073882292,0.00604499073882292,-0.025635155824131187,0.025635155824131187,-0.0008047301596660761,0.0008047301596660761
wikivital-mathematics,wikivital-mathematics,original,100,49,60.0,0.8954081632653061,0.06889221793021187,0.9477040816326531,0.04592314901593252,0.00040515598725304524,0.6842338707522618,0.005694773218735127,0.0007819275381693875,5,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,4.0,10.0,0.3333333333333333,0.05088019938140433,0.3333333333333333,0.0037593984962406013,0.00047007217007712137,0.6795567046183488,0.0018242079327624606,0.00045601157127342715,5.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.04216375051969192,0.04216375051969192,6.491618282407612e-05,6.491618282407612e-05,-0.004677166133913002,0.004677166133913002,-0.003870565285972667,0.003870565285972667,-0.00032591596689596035,0.00032591596689596035
wikivital-mathematics,wikivital-mathematics,original,1000,17,32.0,0.8529411764705882,0.09177354878758222,0.9264705882352942,0.015932521087160263,1.6169606941545586e-05,0.6790272639734778,0.001300327250862097,0.0006311309984997528,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,8.0,1.0,0.2223058315306289,1.0,0.0018796992481203006,0.0,0.6706046716831295,0.00039540631921895027,0.0004698523537436764,3.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.014052821839039963,0.014052821839039963,-1.6169606941545586e-05,1.6169606941545586e-05,-0.008422592290348252,0.008422592290348252,-0.0009049209316431467,0.0009049209316431467,-0.00016127864475607638,0.00016127864475607638
wikivital-mathematics,wikivital-mathematics,original,1001,10,12.0,0.5333333333333333,0.04056344126268518,0.7629629629629628,0.009372071227741332,0.0,0.6570523765928329,0.00441020973870032,0.00026921644818119655,4,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,4.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.6475340067772657,0.001222466320287253,0.0002823838933913278,8.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.007492371979621031,0.007492371979621031,0.0,0.0,-0.009518369815567196,0.009518369815567196,-0.0031877434184130666,0.0031877434184130666,1.3167445210131258e-05,1.3167445210131258e-05
wikivital-mathematics,wikivital-mathematics,original,1002,23,28.0,0.38735177865612647,0.030517486439572673,0.6831357048748354,0.02155576382380506,2.6961555752101387e-05,0.7973497589052203,0.011114141331748864,0.0004434854131245457,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,3.0,7.0,0.0,0.0,0.0,0.002819548872180451,0.0,0.7953831657126872,0.011359994799176546,0.00035362314359480815,2.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.01873621495162461,0.01873621495162461,-2.6961555752101387e-05,2.6961555752101387e-05,-0.001966593192533117,0.001966593192533117,0.00024585346742768237,0.00024585346742768237,-8.986226952973757e-05,8.986226952973757e-05
wikivital-mathematics,wikivital-mathematics,original,1003,6,6.0,0.2,0.012499999999999999,0.2,0.005623242736644799,0.0,0.5365683405043005,0.0016099983774624253,0.0002083418437261602,4,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,2.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.5236774253464069,0.002013457368083986,0.00019957398428724753,2.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.003743543488524498,0.003743543488524498,0.0,0.0,-0.012890915157893534,0.012890915157893534,0.0004034589906215609,0.0004034589906215609,-8.767859438912662e-06,8.767859438912662e-06
wikivital-mathematics,wikivital-mathematics,original,1004,16,23.0,0.25,0.024331216271837548,0.4791666666666666,0.01499531396438613,4.8648024509226414e-05,0.7554589975127423,0.005490174232539184,0.00043447779337753875,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,3.0,9.0,0.6666666666666666,0.120187464192284,0.8333333333333334,0.002819548872180451,2.3577287527379122e-06,0.7494472638140596,0.0028320162451727308,0.0004956525264501951,8.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.012175765092205679,0.012175765092205679,-4.62902957564885e-05,4.62902957564885e-05,-0.006011733698682686,0.006011733698682686,-0.002658157987366453,0.002658157987366453,6.117473307265639e-05,6.117473307265639e-05
wikivital-mathematics,wikivital-mathematics,original,1005,11,12.0,0.41818181818181815,0.03135333376538614,0.6536363636363639,0.010309278350515464,0.0,0.7251040764249621,0.004859473456643371,0.00026758146711697696,1,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,2.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.7189263402681522,0.003924902775877209,0.00020879147920159572,0.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.009369428726455313,0.009369428726455313,0.0,0.0,-0.006177736156809943,0.006177736156809943,-0.0009345706807661622,0.0009345706807661622,-5.878998791538124e-05,5.878998791538124e-05
wikivital-mathematics,wikivital-mathematics,original,1006,6,8.0,0.6666666666666666,0.055703837473115726,0.8333333333333334,0.005623242736644799,0.0,0.6217606516087888,0.001289222056835594,0.00025074311143083943,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,2.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.6187077120173673,0.0006124885231681856,0.00021985282181562156,1.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.004683393112584648,0.004683393112584648,0.0,0.0,-0.0030529395914214996,0.0030529395914214996,-0.0006767335336674083,0.0006767335336674083,-3.089028961521787e-05,3.089028961521787e-05
wikivital-mathematics,wikivital-mathematics,original,1007,15,18.0,0.22857142857142856,0.020293761333863892,0.49555555555555547,0.014058106841611996,4.615701120604314e-05,0.8409848271241721,0.005755386525393382,0.0003312936932604768,4,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,5.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.83979912699453,0.009023065619967642,0.0002873299426937498,1.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.012178407593491695,0.012178407593491695,-4.615701120604314e-05,4.615701120604314e-05,-0.0011857001296421421,0.0011857001296421421,0.0032676790945742598,0.0032676790945742598,-4.396375056672699e-05,4.396375056672699e-05
wikivital-mathematics,wikivital-mathematics,original,1008,9,9.0,0.3888888888888889,0.029433739518176936,0.5648148148148148,0.008434864104967198,0.0,0.5638811677124115,0.004260319278847876,0.0002328497888390498,1,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,1.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.5463208137190649,0.003057085156305901,0.00016979067062736905,1.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.007495014480907048,0.007495014480907048,0.0,0.0,-0.017560353993346545,0.017560353993346545,-0.0012032341225419745,0.0012032341225419745,-6.305911821168075e-05,6.305911821168075e-05
wikivital-mathematics,wikivital-mathematics,original,1009,18,19.0,0.24183006535947713,0.01765040231616057,0.5470588235294119,0.016869728209934397,2.3444831088783815e-06,0.7082260932189081,0.005806589993064907,0.00039072576089454114,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,2.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.6968180099301304,0.005878740224221113,0.00019229800856761112,2.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.015929878585874246,0.015929878585874246,-2.3444831088783815e-06,2.3444831088783815e-06,-0.011408083288777626,0.011408083288777626,7.215023115620615e-05,7.215023115620615e-05,-0.00019842775232693002,0.00019842775232693002
wikivital-mathematics,wikivital-mathematics,original,101,54,79.0,0.7875611460517121,0.06702825235731569,0.8890053575588158,0.05060918462980319,0.0017397679988829103,0.7024591754330242,0.0068389194029505294,0.0009957813787467658,5,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,7.0,21.0,0.09523809523809523,0.017629969258246853,0.09523809523809523,0.006578947368421052,0.0016979531594723738,0.6933007189362238,0.002233538783589123,0.0008494669345597588,5.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.04403023726138214,0.04403023726138214,-4.1814839410536566e-05,4.1814839410536566e-05,-0.00915845649680036,0.00915845649680036,-0.004605380619361407,0.004605380619361407,-0.00014631444418700698,0.00014631444418700698
wikivital-mathematics,wikivital-mathematics,original,1010,10,11.0,0.28888888888888886,0.020207628780646324,0.5803703703703706,0.009372071227741332,4.3959058291469656e-07,0.5424084074766587,0.0008669840724833883,0.00032615475791881077,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,3.0,1.0,0.09921256574801247,1.0,0.0018796992481203006,0.0,0.5255789449589949,0.0009097307827619025,0.0002803341409603099,3.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.007492371979621031,0.007492371979621031,-4.3959058291469656e-07,4.3959058291469656e-07,-0.016829462517663818,0.016829462517663818,4.2746710278514146e-05,4.2746710278514146e-05,-4.5820616958500854e-05,4.5820616958500854e-05
wikivital-mathematics,wikivital-mathematics,original,1011,31,38.0,0.43010752688172044,0.032371169216844964,0.7150537634408602,0.029053420805998126,0.00014411105057320796,0.5837116753357157,0.00245097476671515,0.0008164860652779961,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,7.0,12.0,0.3333333333333333,0.03065358705200704,0.6150793650793651,0.006578947368421052,4.9659661854542296e-05,0.5712887394682967,0.0032949311678308747,0.0006919790285200739,3.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.022474473437577074,0.022474473437577074,-9.445138871866566e-05,9.445138871866566e-05,-0.012422935867418938,0.012422935867418938,0.0008439564011157247,0.0008439564011157247,-0.00012450703675792216,0.00012450703675792216
wikivital-mathematics,wikivital-mathematics,original,1012,48,60.0,0.74822695035461,0.05876532851324084,0.874113475177305,0.04498594189315839,0.00018089152486939762,0.734184458559619,0.007563946296595331,0.0007854605719751806,5,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,5.0,11.0,0.3,0.041117856063833294,0.4333333333333333,0.004699248120300752,0.00014396881196405875,0.7298398579928906,0.0034366222060224507,0.00047810350907319713,5.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.04028669377285764,0.04028669377285764,-3.692271290533887e-05,3.692271290533887e-05,-0.004344600566728363,0.004344600566728363,-0.004127324090572881,0.004127324090572881,-0.0003073570629019835,0.0003073570629019835
wikivital-mathematics,wikivital-mathematics,original,1013,10,12.0,0.4444444444444444,0.03490436559338065,0.6796296296296298,0.009372071227741332,3.927009207371289e-06,0.566554223508511,0.0016175231729731747,0.00032126003743959393,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,4.0,0.0,0.0,0.0,0.0018796992481203006,3.5365931291068686e-06,0.5506040598990173,0.00035385499559144947,0.0003403785992660688,8.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.007492371979621031,0.007492371979621031,-3.904160782644206e-07,3.904160782644206e-07,-0.01595016360949375,0.01595016360949375,-0.001263668177381725,0.001263668177381725,1.911856182647487e-05,1.911856182647487e-05
wikivital-mathematics,wikivital-mathematics,original,1014,8,10.0,0.5357142857142857,0.046368069111866736,0.6428571428571429,0.007497656982193065,0.0,0.6976288866080933,0.0029947442072914806,0.00026361001689172267,1,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,3.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.6951396330814619,0.001939754421970269,0.00023442506189676554,2.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.0065578073581329145,0.0065578073581329145,0.0,0.0,-0.0024892535266314297,0.0024892535266314297,-0.0010549897853212116,0.0010549897853212116,-2.9184954994957135e-05,2.9184954994957135e-05
wikivital-mathematics,wikivital-mathematics,original,1015,6,9.0,0.5333333333333333,0.047837551669883446,0.7555555555555556,0.005623242736644799,2.2565649922954423e-06,0.7105419625232214,0.002714275976326502,0.00025309580564080716,1,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,3.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.7046706691950866,0.00122374889363462,0.0002632528126907987,2.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.004683393112584648,0.004683393112584648,-2.2565649922954423e-06,2.2565649922954423e-06,-0.005871293328134852,0.005871293328134852,-0.0014905270826918817,0.0014905270826918817,1.0157007049991563e-05,1.0157007049991563e-05
wikivital-mathematics,wikivital-mathematics,original,1016,3,3.0,1.0,0.0733300437456197,1.0,0.0028116213683223993,0.0,0.47282334571255,0.0003264447435172088,0.00019851181069465852,0,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1.0,1.0,0.0,0.0,0.0,0.0009398496240601503,0.0,0.46504349286238517,0.0005357942782771297,0.00017324490808900904,1.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.001871771744262249,0.001871771744262249,0.0,0.0,-0.007779852850164859,0.007779852850164859,0.00020934953475992087,0.00020934953475992087,-2.526690260564948e-05,2.526690260564948e-05
wikivital-mathematics,wikivital-mathematics,original,1017,10,11.0,0.4666666666666667,0.03415086949290212,0.6296296296296297,0.009372071227741332,4.518991192363081e-05,0.5586636824794985,0.0007777565170446895,0.00035288486238603523,2,wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2.0,3.0,1.0,0.09921256574801247,1.0,0.0018796992481203006,0.0,0.5507838915140565,0.0008208646463353545,0.0002803200757990075,3.0,wikivital-mathematics,wikivital-mathematics,wikivital-mathematics-by-glanb-with-alpah_filter0_3,True,True,-0.007492371979621031,0.007492371979621031,-4.518991192363081e-05,4.518991192363081e-05,-0.007879790965442002,0.007879790965442002,4.3108129290665015e-05,4.3108129290665015e-05,-7.256478658702772e-05,7.256478658702772e-05
