horizon,mae,rmse,mape
1,3.316136598587036,6.686337471008301,7912361472.0
2,3.9594643115997314,8.26414680480957,10347995136.0
3,4.5124077796936035,9.378046035766602,12365352960.0
4,4.98392915725708,10.294890403747559,13929731072.0
5,5.448726654052734,11.105231285095215,15661385728.0
6,5.891147136688232,11.808899879455566,17261688832.0
7,6.2981085777282715,12.418879508972168,18835488768.0
8,6.694058418273926,12.980179786682129,20573552640.0
9,7.085004806518555,13.463626861572266,21902897152.0
10,7.447779655456543,13.884411811828613,23225159680.0
11,7.7235107421875,14.26728343963623,23978928128.0
12,8.031106948852539,14.641044616699219,25259595776.0
