horizon,mae,rmse,mape
1,3.5633249282836914,7.195067405700684,6450129920.0
2,4.144694805145264,8.577730178833008,9016580096.0
3,4.711453437805176,9.623779296875,12014551040.0
4,5.160306453704834,10.499801635742188,13601925120.0
5,5.640378475189209,11.294736862182617,15417407488.0
6,6.0643157958984375,11.982596397399902,16722910208.0
7,6.449946403503418,12.585314750671387,18131222528.0
8,6.8824639320373535,13.126235008239746,20445564928.0
9,7.267934322357178,13.602458953857422,21678286848.0
10,7.528522968292236,14.017389297485352,22054623232.0
11,7.920671463012695,14.418706893920898,24779925504.0
12,8.231888771057129,14.775667190551758,25489915904.0
