graph_name,dataset,role,node,degree,strength,clustering,weighted_clustering,local_efficiency,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community_id
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,0,1,0.5190026164054871,0.0,0.0,0.0,0.005988023952095809,0.0,0.004410096725210878,5.150968985187743e-16,0.0042163032558989785,19
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,1,1,0.8250966668128967,0.0,0.0,0.0,0.005988023952095809,0.0,0.009273478900837054,9.988626202294483e-05,0.003898834350651274,17
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,2,1,0.4410549998283386,0.0,0.0,0.0,0.005988023952095809,0.0,0.0226024489273837,6.454050149533723e-06,0.0028554112685312515,5
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,3,1,0.6326285004615784,0.0,0.0,0.0,0.005988023952095809,0.0,0.0037881946135423857,1.4576362673841637e-19,0.005952380952380952,22
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,4,1,0.7019698619842529,0.0,0.0,0.0,0.005988023952095809,0.0,0.005462728755212685,1.8138995791298977e-13,0.004722385715761541,18
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,5,3,1.8122080564498901,0.0,0.0,0.0,0.017964071856287428,0.000505014068249044,0.011834892881545442,1.9858690388054013e-08,0.00955910748756266,7
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,7,3,1.550430953502655,0.0,0.0,0.0,0.017964071856287428,0.010605295433229925,0.022400362245055917,1.9393281735174722e-05,0.008544894161784557,0
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,8,1,0.5714159607887268,0.0,0.0,0.0,0.005988023952095809,0.0,0.022089790435817172,0.039057902971953114,0.0032023757998679604,1
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,9,1,0.45522210001945496,0.0,0.0,0.0,0.005988023952095809,0.0,0.026281397065322336,0.13749549438895423,0.002583801617818247,3
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,10,2,1.3940735459327698,0.0,0.0,0.0,0.011976047904191617,0.00021643460067816172,0.006430635796827089,5.063458094449128e-12,0.00839362942371541,12
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,11,1,0.8668095469474792,0.0,0.0,0.0,0.005988023952095809,0.0,0.004485905230543258,9.096988140878296e-10,0.0052597941922719596,10
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,12,2,1.4562458992004395,0.0,0.0,0.0,0.011976047904191617,0.025250703412452204,0.01747050058575352,1.6843360842871577e-07,0.006747974250171959,2
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,13,3,1.2898618578910828,0.0,0.0,0.0,0.017964071856287428,0.06918692735011904,0.032827847743303364,0.0011686926229943766,0.006825770202114301,0
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,14,1,0.4834567606449127,0.0,0.0,0.0,0.005988023952095809,0.0,0.023363769408580985,0.0695687718668093,0.0027779080004077723,1
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,16,1,0.19732777774333954,0.0,0.0,0.0,0.005988023952095809,0.0,0.0011816034595409555,4.560921100343315e-30,0.005952380952380952,32
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,17,1,0.6916313767433167,0.0,0.0,0.0,0.005988023952095809,0.0,0.00414150524995998,2.324240765938828e-18,0.005952380952380951,34
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,18,1,0.9922068119049072,0.0,0.0,0.0,0.005988023952095809,0.0,0.0021468560269113065,1.1002253714642718e-12,0.006704548021350563,15
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,19,1,0.5135776400566101,0.0,0.0,0.0,0.005988023952095809,0.0,0.003075315209919821,3.9700948392663354e-22,0.005952380952380952,23
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,20,2,1.124989628791809,0.0,0.0,0.0,0.011976047904191617,0.005338720150061323,0.014208948032767734,1.2659602181022891e-08,0.006599829478916242,2
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,21,1,0.9874966144561768,0.0,0.0,0.0,0.005988023952095809,0.0,0.004653453464490765,1.2569231664843692e-08,0.005537505447836478,13
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,22,2,1.1449176669120789,0.0,0.0,0.0,0.011976047904191617,0.00021643460067816172,0.007846258838187735,1.978246907315433e-12,0.007135560813472748,9
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,24,1,0.7255085706710815,0.0,0.0,0.0,0.005988023952095809,0.0,0.01633136728591014,4.5225814115839885e-07,0.004087185424510247,0
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,28,1,0.6948785185813904,0.0,0.0,0.0,0.005988023952095809,0.0,0.004160949213062218,2.699248692780324e-18,0.005952380952380952,24
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,29,1,0.7252223491668701,0.0,0.0,0.0,0.005988023952095809,0.0,0.007271972442927942,1.26401365377382e-08,0.003998627365392365,7
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,30,1,0.5977633595466614,0.0,0.0,0.0,0.005988023952095809,0.0,0.0035794213146506672,2.7064855445000423e-20,0.005952380952380952,27
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,31,2,0.8581312894821167,0.0,0.0,0.0,0.011976047904191617,0.0002885794675708823,0.007349100886143644,3.027017865857879e-12,0.005663322384271731,12
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,32,2,1.1347628831863403,0.0,0.0,0.0,0.011976047904191617,0.0002885794675708823,0.009288255498626753,2.3992859260764056e-12,0.00684014358342885,9
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,33,2,1.0936745405197144,0.0,0.0,0.0,0.011976047904191617,0.034340956640935,0.01949606488141525,6.015524564282365e-07,0.005317314754671791,2
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,34,2,1.2549419403076172,0.0,0.0,0.0,0.011976047904191617,0.010533150566337204,0.02402564480906671,0.0736392522885627,0.006365925148932117,3
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,35,2,1.095286339521408,0.0,0.0,0.0,0.011976047904191617,0.00014428973378544116,0.00233429524271879,1.1071077838289957e-12,0.00754760344048764,15
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,36,2,1.1528567671775818,0.0,0.0,0.0,0.011976047904191617,7.214486689272058e-05,0.006834819547825624,8.130631292020047e-16,0.0086890816994489,19
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,38,2,1.3538263440132141,0.0,0.0,0.0,0.011976047904191617,0.00043286920135632344,0.011834892881545442,2.2681164708148034e-08,0.006795721079967037,7
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,39,1,0.6178410649299622,0.0,0.0,0.0,0.005988023952095809,0.0,0.006549531568954835,9.9680004858658e-10,0.0037123915311029288,8
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,40,1,0.6454678177833557,0.0,0.0,0.0,0.005988023952095809,0.0,0.0038650767531937472,2.6853856069495823e-19,0.005952380952380952,25
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,41,1,0.6989942789077759,0.0,0.0,0.0,0.005988023952095809,0.0,0.005694192515201617,1.9959524890664075e-12,0.004470370669385887,21
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,43,2,1.3445093631744385,0.0,0.0,0.0,0.011976047904191617,7.214486689272058e-05,0.00804789962740698,1.8981201956925268e-13,0.008689081699448901,20
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,44,2,1.2940340042114258,0.0,0.0,0.0,0.011976047904191617,0.025250703412452204,0.022168051608468055,1.7572892874830008e-05,0.006051369463091976,0
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,45,1,0.5891382694244385,0.0,0.0,0.0,0.005988023952095809,0.0,0.0035277740684098112,1.7743756245054387e-20,0.005952380952380952,26
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,46,3,0.667115829885006,0.0,0.0,0.0,0.017964071856287428,0.0014428973378544116,0.005789202477488837,1.9023601431934257e-09,0.0042566269494346744,10
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,47,1,0.6637014150619507,0.0,0.0,0.0,0.005988023952095809,0.0,0.027233712009706843,0.0029671755457595346,0.0038896012187278842,4
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,48,2,1.5512142181396484,0.0,0.0,0.0,0.011976047904191617,0.0002885794675708823,0.009933406476680368,2.2052256507479515e-08,0.007819055911335146,7
metr-la-by-high_sal-with-alpah_filter0_4,metr-la,backbone,49,4,1.9697282016277313,0.0,0.0,0.0,0.023952095808383235,0.06413678666762859,0.025470046089278567,2.5881717477857855e-05,0.010312550277257325,5
