graph_name,dataset,role,node,degree,strength,clustering,weighted_clustering,local_efficiency,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community_id
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397262258482769e-34,0.0004739336492890996,22
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397262258482769e-34,0.0004739336492890996,23
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,11,9.126610815525055,0.5272727272727272,0.4370807192386526,0.7636363636363637,0.033950617283950615,0.013167450215953827,0.05203142426867995,1.7175088723927945e-05,0.004787429918796191,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,11,9.7722669839859,0.6727272727272727,0.6094840663279257,0.8363636363636363,0.033950617283950615,0.00022933149868134388,0.03209650821249111,0.20793885213519966,0.003496684161828667,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,8,5.950911045074463,0.35714285714285715,0.27588301632919304,0.6398809523809523,0.024691358024691357,0.03407483851240301,0.05284940593974948,7.749446971747857e-06,0.003535850862054991,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,6,4.271160125732422,0.3333333333333333,0.24976528164468612,0.36666666666666664,0.018518518518518517,0.0019110958223445321,0.01720214919728033,3.618928813162988e-12,0.003853948960864683,11
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,6,1,0.9050489664077759,0.0,0.0,0.0,0.0030864197530864196,0.0,0.04485876182140018,6.139698721735769e-08,0.001358443106322351,13
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,3,2.4182440638542175,1.0,0.8164194190697591,1.0,0.009259259259259259,0.0,0.008895943412477287,2.288177412069118e-13,0.0024791606597082028,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,4,3.3118882179260254,0.8333333333333334,0.6598650695784013,0.9166666666666666,0.012345679012345678,1.9110958223445322e-05,0.012779647436028782,9.065507325015684e-12,0.0029061487773323785,15
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,7,5.859847247600555,0.6666666666666666,0.5691788936449839,0.8333333333333334,0.021604938271604937,0.006879944960440316,0.03653441822447794,2.6280156172311763e-07,0.003392423417447501,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,10,2,1.8758609890937805,1.0,0.9026918941110679,1.0,0.006172839506172839,0.0,0.005767207280007971,8.109390686768455e-20,0.0032621376156801614,20
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,11,3,2.5261927247047424,0.6666666666666666,0.5561534795097315,0.8333333333333334,0.009259259259259259,0.007567939456484348,0.033943373253403256,2.2400728891187593e-08,0.003387985629082894,18
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,12,3,2.2570844888687134,0.3333333333333333,0.2805013055920304,0.3333333333333333,0.009259259259259259,0.0008408821618315942,0.012331903558125077,2.5637373007257815e-13,0.002737120680069451,11
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,6,5.392034351825714,0.6,0.5544317384332694,0.7777777777777778,0.018518518518518517,0.005045292970989565,0.03653950177643689,2.014477234703158e-07,0.0037096761935918095,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,14,3,2.425356090068817,0.3333333333333333,0.30455345792000105,0.3333333333333333,0.009259259259259259,0.00047777395558613303,0.012207265996395112,6.9323839543564845e-15,0.0027314460094834654,12
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,15,2,1.7526992559432983,1.0,0.7842552268878241,1.0,0.006172839506172839,0.0,0.014101888682395773,6.573169643922778e-13,0.0023450274978954705,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,16,2,1.5742251873016357,1.0,0.6701203188326821,1.0,0.006172839506172839,0.0,0.037871954512263085,2.03859586581904e-07,0.0019645658412362054,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,17,4,3.45893931388855,0.6666666666666666,0.5717098861275093,0.8333333333333334,0.012345679012345678,0.00011466574934067194,0.009920163327166978,1.7443860549303941e-15,0.004143884702719523,16
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,18,4,3.432833254337311,0.5,0.45051843538765907,0.5,0.012345679012345678,0.012517677636356686,0.04513844808758712,1.4163139826776297e-06,0.0029861935870981056,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,19,9,6.321990787982941,0.3333333333333333,0.2500556226588875,0.6157407407407409,0.027777777777777776,0.008810151741008293,0.05237709357440235,7.577911164295651e-06,0.003767257546294862,0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,20,4,2.756304085254669,0.16666666666666666,0.11783823003971344,0.16666666666666666,0.012345679012345678,0.05777242670947521,0.05081493849812166,4.6291100211839264e-07,0.0031671638726274405,13
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,21,3,2.601083755493164,1.0,0.8392159935809932,1.0,0.009259259259259259,0.0,0.01658262864811771,7.212538485677339e-13,0.0025133359571410923,9
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,22,1,0.41082340478897095,0.0,0.0,0.0,0.0030864197530864196,0.0,0.009798738873223497,2.301978227633214e-10,0.0007560358396546998,6
