graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,4,0.6148080825805664,0.3076923076923077
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,19,0.6905351877212524,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,72,0.7928969264030457,0.38461538461538464
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,151,0.9921252131462097,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,226,0.8556345105171204,0.38461538461538464
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,227,0.8465353846549988,0.38461538461538464
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,68,0.9829184412956238,0.6363636363636364
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,134,0.8950150012969971,0.4166666666666667
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,201,0.6162293553352356,0.21428571428571427
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,217,0.8891869783401489,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,254,0.9507257342338562,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,87,0.993341863155365,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,116,0.9202629327774048,0.46153846153846156
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,136,0.6529093980789185,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,243,0.7819243669509888,0.46153846153846156
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,244,0.7847044467926025,0.46153846153846156
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,42,0.9891973733901978,0.9
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,59,0.9899197816848755,0.9
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,162,0.9410730600357056,0.42857142857142855
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,163,0.93937087059021,0.42857142857142855
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,242,0.8909488916397095,0.375
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,256,0.8886139988899231,0.375
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,158,0.9548684358596802,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,202,0.6467342972755432,0.09090909090909091
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,254,0.7254114151000977,0.21428571428571427
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,68,0.7994903326034546,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,134,0.6341938376426697,0.16666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,160,0.9494669437408447,0.2222222222222222
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,217,0.6259377002716064,0.15384615384615385
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,66,0.9918698072433472,0.4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,104,0.511533260345459,0.125
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,44,0.8325929045677185,0.14285714285714285
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,117,0.6631859540939331,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,155,0.6400781273841858,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,159,0.6319000720977783,0.2857142857142857
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,6,20,0.9050489664077759,0.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,96,0.6553107500076294,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,101,0.9865996241569519,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,106,0.7763336896896362,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,43,0.9448099732398987,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,88,0.6970007419586182,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,190,0.9159340262413025,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,191,0.754143476486206,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,31,0.8519214391708374,0.375
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,55,0.9928812384605408,0.7142857142857143
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,121,0.8268499374389648,0.375
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,219,0.9459241032600403,0.8571428571428571
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,84,0.8139663338661194,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,109,0.836475133895874,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,9,221,0.5918290615081787,0.2727272727272727
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,10,115,0.9963839054107666,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,10,46,0.8794770836830139,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,11,60,0.7368704676628113,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,11,91,0.9983904957771301,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,11,113,0.790931761264801,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,12,74,0.744202196598053,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,12,83,0.8056862354278564,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,12,44,0.707196056842804,0.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,153,0.9064344763755798,0.6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,154,0.8535947799682617,0.6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,206,0.7688327431678772,0.14285714285714285
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,207,0.9193078875541687,0.42857142857142855
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,209,0.9825818538665771,0.8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,13,319,0.9612826108932495,0.8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,14,45,0.6470409631729126,0.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,14,30,0.9423479437828064,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,14,64,0.8359671831130981,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,15,81,0.9671841859817505,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,15,144,0.7855150699615479,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,16,50,0.9956002831459045,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,16,164,0.5786249041557312,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,17,49,0.8490664958953857,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,17,120,0.8047545552253723,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,17,79,0.9679991602897644,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,17,135,0.8371191024780273,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,18,56,0.8962633609771729,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,18,126,0.939643144607544,0.6666666666666666
