graph_name_original,dataset_original,role_original,node,degree_original,strength_original,clustering_original,weighted_clustering_original,local_efficiency_original,degree_centrality_original,betweenness_centrality_original,closeness_centrality_original,eigenvector_centrality_original,pagerank_original,community_id_original,graph_name_backbone,dataset_backbone,role_backbone,degree_backbone,strength_backbone,clustering_backbone,weighted_clustering_backbone,local_efficiency_backbone,degree_centrality_backbone,betweenness_centrality_backbone,closeness_centrality_backbone,eigenvector_centrality_backbone,pagerank_backbone,community_id_backbone,dataset,original_graph,backbone_graph,present_in_original,present_in_backbone,degree_centrality_delta,degree_centrality_abs_delta,betweenness_centrality_delta,betweenness_centrality_abs_delta,closeness_centrality_delta,closeness_centrality_abs_delta,eigenvector_centrality_delta,eigenvector_centrality_abs_delta,pagerank_delta,pagerank_abs_delta
pems-bay,pems-bay,original,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5685867587177018e-33,0.0004688965301656768,13,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4571371555237223e-27,0.00047140163419233193,18,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.4571345869369635e-27,1.4571345869369635e-27,2.5051040266551054e-06,2.5051040266551054e-06
pems-bay,pems-bay,original,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5685867587177018e-33,0.0004688965301656768,14,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4571371555237223e-27,0.00047140163419233193,19,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.4571345869369635e-27,1.4571345869369635e-27,2.5051040266551054e-06,2.5051040266551054e-06
pems-bay,pems-bay,original,10,4,2.250320643186569,1.0,0.4442482956808722,1.0,0.012345679012345678,0.0,0.06381689838518033,3.3418857649940123e-07,0.0021931452315144973,0,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,2,1.8758609890937805,1.0,0.9026918941110679,1.0,0.006172839506172839,0.0,0.043164257758053846,6.0880144604984755e-09,0.002525660664477088,17,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.006172839506172839,0.006172839506172839,0.0,0.0,-0.020652640627126483,0.020652640627126483,-3.2810056203890275e-07,3.2810056203890275e-07,0.0003325154329625905,0.0003325154329625905
pems-bay,pems-bay,original,100,5,2.8822704553604126,1.0,0.4911619938684117,1.0,0.015432098765432098,0.0,0.07217745058067535,3.11361981315321e-06,0.002210848658430244,11,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,3,2.5341115593910217,1.0,0.8097501042852611,1.0,0.009259259259259259,0.0,0.04389216722892479,1.298607026963558e-08,0.002591426929175532,14,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.006172839506172839,0.006172839506172839,0.0,0.0,-0.028285283351750554,0.028285283351750554,-3.100633742883574e-06,3.100633742883574e-06,0.0003805782707452881,0.0003805782707452881
pems-bay,pems-bay,original,101,9,3.938135802745819,0.6666666666666666,0.3115780293736706,0.8333333333333334,0.027777777777777776,0.0,0.05969288283638668,1.4212236784781898e-08,0.0026527733501808823,3,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,3,2.5994077920913696,1.0,0.8385093684495334,1.0,0.009259259259259259,0.0,0.03023836737271633,2.2099256598296548e-11,0.0023544158947414167,11,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.018518518518518517,0.018518518518518517,0.0,0.0,-0.02945451546367035,0.02945451546367035,-1.4190137528183601e-08,1.4190137528183601e-08,-0.0002983574554394656,0.0002983574554394656
pems-bay,pems-bay,original,102,23,10.56473870575428,0.42292490118577075,0.21104662807489352,0.6949934123847163,0.07098765432098765,0.10428849902534112,0.08841291184652003,6.834115318823148e-05,0.004461976437439742,0,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,11,8.048941314220428,0.43636363636363634,0.3378181180726749,0.6818181818181817,0.033950617283950615,0.16840576386500017,0.05929131840616948,8.361075717555735e-06,0.0042393633615454415,0,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.037037037037037035,0.037037037037037035,0.06411726483965904,0.06411726483965904,-0.02912159344035055,0.02912159344035055,-5.998007747067575e-05,5.998007747067575e-05,-0.00022261307589430037,0.00022261307589430037
pems-bay,pems-bay,original,103,15,8.88908076286316,0.7619047619047619,0.44189606740853754,0.8809523809523809,0.046296296296296294,0.003153308106868478,0.06782200881619385,1.2140199188600014e-06,0.003601798003105673,6,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,9,7.194114238023758,0.7222222222222222,0.5869513008460224,0.8611111111111112,0.027777777777777776,0.00021022054045789854,0.05411804112421345,5.220056106051157e-07,0.003601801096785357,4,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.018518518518518517,0.018518518518518517,-0.0029430875664105795,0.0029430875664105795,-0.013703967691980401,0.013703967691980401,-6.920143082548857e-07,6.920143082548857e-07,3.093679683957573e-09,3.093679683957573e-09
pems-bay,pems-bay,original,104,13,4.921937584877014,0.5128205128205128,0.21761409655925945,0.7307692307692306,0.040123456790123455,0.034896609716011155,0.05588082097497467,3.537866110907512e-08,0.0030503327138322947,5,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,5,3.5204548835754395,0.5,0.3777771002885316,0.7166666666666668,0.015432098765432098,0.07841226159079616,0.03220059691761779,5.6977534591236395e-11,0.002866786785503727,3,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.024691358024691357,0.024691358024691357,0.043515651874785004,0.043515651874785004,-0.023680224057356876,0.023680224057356876,-3.532168357448389e-08,3.532168357448389e-08,-0.0001835459283285679,0.0001835459283285679
pems-bay,pems-bay,original,105,11,5.827184855937958,0.6909090909090909,0.3652800101392992,0.8454545454545455,0.033950617283950615,0.011141688644268623,0.05805334355827518,9.729076709285402e-08,0.0027777962525545184,2,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,5,3.969765365123749,0.8,0.6434249686258009,0.9,0.015432098765432098,0.0,0.050738811179525216,9.983994093384155e-09,0.0026428634463210874,9,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.018518518518518517,0.018518518518518517,-0.011141688644268623,0.011141688644268623,-0.0073145323787499675,0.0073145323787499675,-8.730677299946986e-08,8.730677299946986e-08,-0.00013493280623343108,0.00013493280623343108
pems-bay,pems-bay,original,106,8,4.9717568308115005,0.9285714285714286,0.5273397095166451,0.9642857142857143,0.024691358024691357,9.55547911172266e-05,0.06275381563702803,2.5311725797981005e-08,0.0032136880981780097,3,pems-bay-by-disp_fil-with-alpah_filter0_4,pems-bay,backbone,5,3.991862714290619,0.6,0.4920801606097672,0.8,0.015432098765432098,3.8221916446890644e-05,0.031059603111825675,3.940765354683112e-11,0.0033067592438684374,11,pems-bay,pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_4,True,True,-0.009259259259259259,0.009259259259259259,-5.733287467033596e-05,5.733287467033596e-05,-0.03169421252520235,0.03169421252520235,-2.5272318144434174e-08,2.5272318144434174e-08,9.307114569042773e-05,9.307114569042773e-05
