graph_name,dataset,role,source,target,weight,edge_overlap
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,1,1.0,0.16
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,2,4.0,0.11398963730569948
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,3,2.0,0.15816326530612246
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,4,2.0,0.11797752808988764
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,5,5.0,0.14736842105263157
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,6,4.0,0.07194244604316546
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,7,4.0,0.14
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,8,2.0,0.030303030303030304
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,9,1.0,0.025974025974025976
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,10,2.0,0.11282051282051282
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,11,1.0,0.08121827411167512
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,12,3.0,0.13793103448275862
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,13,4.0,0.135678391959799
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,14,1.0,0.11290322580645161
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,15,2.0,0.11538461538461539
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,16,2.0,0.13227513227513227
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,17,2.0,0.08247422680412371
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,18,1.0,0.05405405405405406
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,19,1.0,0.05263157894736842
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,20,1.0,0.05405405405405406
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,22,1.0,0.08629441624365482
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,24,2.0,0.03164556962025317
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,26,2.0,0.08888888888888889
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,27,1.0,0.027932960893854747
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,28,1.0,0.052980132450331126
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,30,2.0,0.13903743315508021
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,31,1.0,0.046153846153846156
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,33,1.0,0.06103286384976526
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,34,1.0,0.043795620437956206
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,35,3.0,0.11409395973154363
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,36,1.0,0.017241379310344827
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,39,2.0,0.02912621359223301
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,40,2.0,0.047058823529411764
wikivital-mathematics-by-nois_corr-with-alpah_filter0_3,wikivital-mathematics,backbone,0,43,1.0,0.019867549668874173
