horizon,mae,rmse,mape
1,3.5856971740722656,7.103446960449219,6130580992.0
2,4.15541410446167,8.51038932800293,9055672320.0
3,4.767909049987793,9.576760292053223,11224303616.0
4,5.317718029022217,10.474695205688477,13510403072.0
5,5.7079548835754395,11.276569366455078,14913143808.0
6,6.133272171020508,11.990168571472168,16256756736.0
7,6.589582920074463,12.595273971557617,18726305792.0
8,6.923336505889893,13.137628555297852,19885453312.0
9,7.276697158813477,13.616901397705078,21113294848.0
10,7.700091361999512,14.0302734375,22965106688.0
11,8.03524112701416,14.411150932312012,23570669568.0
12,8.255853652954102,14.782548904418945,24361152512.0
