graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,19,0.6905351877212524,0.18181818181818182
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,72,0.7928969264030457,0.36363636363636365
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,151,0.9921252131462097,0.7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,226,0.8556345105171204,0.45454545454545453
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,227,0.8465353846549988,0.45454545454545453
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,68,0.9829184412956238,0.6666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,134,0.8950150012969971,0.18181818181818182
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,217,0.8891869783401489,0.16666666666666666
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,2,254,0.9507257342338562,0.4166666666666667
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,87,0.993341863155365,0.5555555555555556
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,116,0.9202629327774048,0.1
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,42,0.9891973733901978,0.8571428571428571
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,59,0.9899197816848755,0.8571428571428571
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,162,0.9410730600357056,0.5454545454545454
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,163,0.93937087059021,0.5454545454545454
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,242,0.8909488916397095,0.45454545454545453
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,3,256,0.8886139988899231,0.45454545454545453
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,158,0.9548684358596802,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,202,0.6467342972755432,0.1111111111111111
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,254,0.7254114151000977,0.15384615384615385
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,68,0.7994903326034546,0.08333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,134,0.6341938376426697,0.1
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,160,0.9494669437408447,0.25
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,4,217,0.6259377002716064,0.09090909090909091
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,66,0.9918698072433472,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,5,44,0.8325929045677185,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,6,20,0.9050489664077759,0.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,101,0.9865996241569519,1.0
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,7,106,0.7763336896896362,0.3333333333333333
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,43,0.9448099732398987,0.5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,8,190,0.9159340262413025,0.3333333333333333
