graph_name,dataset,role,source,target,path_length
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,313,1
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,73,1
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,41,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,72,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,226,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,97,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,227,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,53,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,99,2
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,58,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,2,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,68,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,310,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,257,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,254,3
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,19,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,201,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,203,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,4,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,217,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,324,4
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,56,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,205,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,200,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,18,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,321,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,202,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,20,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,181,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,323,5
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,38,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,204,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,6,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,168,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,208,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,322,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,215,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,206,6
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,230,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,312,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,24,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,207,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,210,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,199,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,166,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,165,7
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,48,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,175,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,280,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,311,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,176,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,89,8
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,235,9
pems-bay-by-disp_fil-with-alpah_filter0_3,pems-bay,backbone,164,319,9
