graph_name,dataset,role,node,community_id,community_size
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,917,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1030,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,629,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,90,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,128,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,490,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,523,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,991,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,44,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,623,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,849,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,72,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,498,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,633,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,181,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,645,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,113,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,503,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,6,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,7,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,518,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,3,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,932,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,413,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,856,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,58,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,114,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,292,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1049,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,347,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,739,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,930,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,185,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,603,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,859,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,967,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,119,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,647,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,529,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,219,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,614,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,758,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,111,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,749,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,765,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,491,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,720,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,605,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,848,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,357,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,26,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,177,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,148,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,162,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,135,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,37,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,894,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,615,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,841,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,30,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,717,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,508,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,323,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,714,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,189,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,722,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,685,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,123,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,707,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,5,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,795,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,710,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,188,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,178,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,715,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,711,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,631,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,620,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,15,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,71,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,719,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,514,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,551,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,621,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,796,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,183,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,969,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,909,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,144,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,56,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,339,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,519,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,33,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,708,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,619,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,625,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,112,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,180,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,706,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,35,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,168,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,958,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,124,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,777,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,173,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,346,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,370,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1029,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,718,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,76,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,12,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,172,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,931,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,617,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,16,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,132,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,612,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,524,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,650,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,139,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,166,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,82,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,0,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,660,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1028,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,318,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,895,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,2,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,126,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,66,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,73,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1021,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,634,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,857,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,163,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,716,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,798,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,563,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1005,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,159,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,57,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,501,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,182,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,598,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,698,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,179,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,140,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,643,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,48,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,164,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,121,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,712,0,217
wikivital-mathematics-by-glanb-with-alpah_filter0_3,wikivital-mathematics,backbone,1022,0,217
