graph_name_original,dataset_original,role_original,node,degree_original,strength_original,clustering_original,weighted_clustering_original,local_efficiency_original,degree_centrality_original,betweenness_centrality_original,closeness_centrality_original,eigenvector_centrality_original,pagerank_original,community_id_original,graph_name_backbone,dataset_backbone,role_backbone,degree_backbone,strength_backbone,clustering_backbone,weighted_clustering_backbone,local_efficiency_backbone,degree_centrality_backbone,betweenness_centrality_backbone,closeness_centrality_backbone,eigenvector_centrality_backbone,pagerank_backbone,community_id_backbone,dataset,original_graph,backbone_graph,present_in_original,present_in_backbone,degree_centrality_delta,degree_centrality_abs_delta,betweenness_centrality_delta,betweenness_centrality_abs_delta,closeness_centrality_delta,closeness_centrality_abs_delta,eigenvector_centrality_delta,eigenvector_centrality_abs_delta,pagerank_delta,pagerank_abs_delta
metr-la,metr-la,original,0,18,6.319080047309399,0.5032679738562091,0.17761064455086378,0.7396514161220048,0.08737864077669902,0.05735259294340516,0.08012959206247301,0.0003229736292979206,0.005714130616737479,3,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,4.0,2.279593050479889,0.0,0.0,0.0,0.01951219512195122,0.05691056910569106,0.08014977068236583,0.016754111661018194,0.004222128726237525,1.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.0678664456547478,0.0678664456547478,-0.0004420238377140992,0.0004420238377140992,2.0178619892813332e-05,2.0178619892813332e-05,0.016431138031720274,0.016431138031720274,-0.001492001890499954,0.001492001890499954
metr-la,metr-la,original,1,15,6.7979824766516685,0.5142857142857142,0.22251460844392423,0.7539682539682542,0.07281553398058252,0.0042150130239166465,0.06788324307451384,0.00031418466411484364,0.00650875403956219,2,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,4.0,2.905951499938965,0.16666666666666666,0.15228885840148312,0.16666666666666666,0.01951219512195122,0.0036824485891917744,0.06796807511749284,0.0008111517806868622,0.005164190254265827,7.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.0533033388586313,0.0533033388586313,-0.0005325644347248721,0.0005325644347248721,8.483204297900226e-05,8.483204297900226e-05,0.0004969671165720186,0.0004969671165720186,-0.0013445637852963627,0.0013445637852963627
metr-la,metr-la,original,10,10,3.8864182829856873,0.4,0.15342099117465643,0.5222222222222223,0.04854368932038834,0.03769831873076012,0.07501232757633851,0.0017512785615950257,0.004644349194372077,4,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,5.0,2.411925718188286,0.0,0.0,0.0,0.024390243902439025,0.03859397417503587,0.07420032741636938,0.047071934922226145,0.006432569725822762,6.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.024153445417949317,0.024153445417949317,0.0008956554442757503,0.0008956554442757503,-0.0008120001599691284,0.0008120001599691284,0.04532065636063112,0.04532065636063112,0.0017882205314506848,0.0017882205314506848
metr-la,metr-la,original,100,9,4.21343357115984,0.5833333333333334,0.281344403687327,0.787037037037037,0.04368932038834951,0.009140421501302391,0.049039316197194836,8.440451450056161e-06,0.004616975668643532,0,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,3.0,1.6347109377384186,0.0,0.0,0.0,0.014634146341463414,0.00975609756097561,0.04861968599518246,0.000253764669457984,0.005092252738983337,2.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.029055174046886095,0.029055174046886095,0.0006156760596732185,0.0006156760596732185,-0.0004196302020123763,0.0004196302020123763,0.00024532421800792784,0.00024532421800792784,0.00047527707033980567,0.00047527707033980567
metr-la,metr-la,original,101,15,5.78053842484951,0.45714285714285713,0.1674971121401622,0.7095238095238096,0.07281553398058252,0.08728392138290315,0.07095938915994902,0.004148837874392142,0.005965963702440792,1,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,7.0,3.5461226105690002,0.047619047619047616,0.019805357175973308,0.047619047619047616,0.03414634146341464,0.08933524629363941,0.07120924780755623,0.0003935146247634742,0.007108391435230122,5.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.03866919251716788,0.03866919251716788,0.0020513249107362574,0.0020513249107362574,0.00024985864760720955,0.00024985864760720955,-0.0037553232496286676,0.0037553232496286676,0.0011424277327893306,0.0011424277327893306
metr-la,metr-la,original,102,18,6.640894800424576,0.48366013071895425,0.1778949648415567,0.7407407407407407,0.08737864077669902,0.020601468150603836,0.07965108792284213,0.01886277045090932,0.005414051065090492,4,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,6.0,3.5225585997104645,0.2,0.14244086606615902,0.28888888888888886,0.029268292682926828,0.02027737924438068,0.07932396421824807,0.25304698322522845,0.005881973893872598,3.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.05811034809377219,0.05811034809377219,-0.0003240889062231557,0.0003240889062231557,-0.00032712370459406226,0.00032712370459406226,0.23418421277431914,0.23418421277431914,0.00046792282878210627,0.00046792282878210627
metr-la,metr-la,original,103,16,7.648714065551758,0.5833333333333334,0.26939883787022184,0.7847222222222222,0.07766990291262135,0.06099928960454653,0.07838383484329443,0.029533514441227295,0.005838417314676162,4,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,7.0,4.389717757701874,0.19047619047619047,0.1340885359133274,0.2619047619047619,0.03414634146341464,0.06303204208512674,0.07866354961749254,0.35125539315398097,0.007169670944310823,3.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.043523561449206716,0.043523561449206716,0.0020327524805802064,0.0020327524805802064,0.00027971477419810875,0.00027971477419810875,0.32172187871275365,0.32172187871275365,0.0013312536296346605,0.0013312536296346605
metr-la,metr-la,original,104,9,3.200700007379055,0.4166666666666667,0.1519732891867658,0.6805555555555558,0.04368932038834951,0.03504617570447549,0.054733466773222224,1.1247548856428086e-05,0.0037379407886926133,0,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,3.0,1.8664712011814117,0.0,0.0,0.0,0.014634146341463414,0.03859397417503587,0.05428109219044346,0.0007622556214706459,0.00614821076123083,9.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.029055174046886095,0.029055174046886095,0.00354779847056038,0.00354779847056038,-0.0004523745827787612,0.0004523745827787612,0.0007510080726142178,0.0007510080726142178,0.002410269972538217,0.002410269972538217
metr-la,metr-la,original,105,11,4.15713082998991,0.45454545454545453,0.20170620988548144,0.7272727272727273,0.05339805825242718,0.025147999052806062,0.06254424897459093,1.4397569938356871e-05,0.004646488672628532,2,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,3.0,1.9721161127090454,0.3333333333333333,0.2760059557967249,0.3333333333333333,0.014634146341463414,0.025777140124342422,0.06224221872708318,0.0005788122977841976,0.004598704076523491,4.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.03876391191096377,0.03876391191096377,0.0006291410715363599,0.0006291410715363599,-0.00030203024750775215,0.00030203024750775215,0.0005644147278458407,0.0005644147278458407,-4.77845961050407e-05,4.77845961050407e-05
metr-la,metr-la,original,106,9,5.207235284149647,0.8333333333333334,0.4372506996192447,0.9166666666666666,0.04368932038834951,0.012645039071749941,0.06553940642863514,2.7464119363269523e-05,0.0050474188082762165,2,metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,4.0,3.0602341294288635,0.3333333333333333,0.2610509183238767,0.4166666666666667,0.01951219512195122,0.012816834050693449,0.06507303136407759,0.001081536504131461,0.005967454134245945,4.0,metr-la,metr-la,metr-la-by-glanb-with-alpah_filter0_3,True,True,-0.02417712526639829,0.02417712526639829,0.00017179497894350727,0.00017179497894350727,-0.00046637506455754485,0.00046637506455754485,0.0010540723847681916,0.0010540723847681916,0.0009200353259697282,0.0009200353259697282
